RA,DEC
213.98444456,6.30627366
214.09142576,13.87339978
214.19170977,34.84726018
214.25077866,24.04315153
214.36067469,17.04881474
214.48061321,23.19357066
214.55214749,-2.7408142
214.84397588,29.78061226
215.07170945,51.65114792
215.48471969,53.94627614
215.51783604,34.91605922
215.55395731,20.91460927
215.59858761,48.59420934
215.77140006,33.04025544
215.90386142,53.77528546
215.94414361,29.50454338
216.16998271,33.07765435
216.4810826,53.25700499
216.75037117,58.78353797
217.01280905,5.982065
217.27273259,54.14493415
217.57206919,48.61240802
217.70561352,52.79409155
218.20090609,59.23263512
218.4833515,28.50737688
218.57845315,50.60005681
218.65760695,22.98320114
218.80897209,10.60864196
219.02794329,54.66892016
219.07286998,32.14637429
219.37150827,-2.25174881
219.46505829,29.55031798
219.56027997,27.85435777
219.67802377,32.40218318
219.97635846,-1.94563637
22.27142354,13.56523207
22.65494609,25.83541943
22.75280606,24.9636368
22.8014635,7.15646191
22.97445807,-0.99590685
220.17018695,28.68534042
220.2773467,27.37826309
220.27916677,14.70926718
220.46504642,54.54808946
220.83891001,40.47616324
221.10997839,41.58928981
221.16229251,49.10540053
221.29283615,14.22915562
221.49485188,35.07991706
221.78831676,51.27775076
221.89217984,57.34807802
221.90912888,61.84265013
222.13992796,16.42144115
222.18157905,8.58952675
222.46673916,13.63832129
222.61365118,29.45006003
223.01644091,45.5582461
223.07098232,53.81633403
223.72031666,8.77791801
223.8456703,4.9674346
223.91660988,12.10071843
224.0603114,16.96126758
224.48873285,29.41755987
225.11768653,54.63261898
225.24884768,35.11093192
225.75146347,-2.3298159
225.7650291,49.89818958
225.76921491,28.94209791
226.04119377,51.62475816
226.76707035,21.38263908
226.78876322,8.45338406
226.86955228,47.14490169
227.3634466,29.3684266
227.62787552,-1.72941982
228.06550925,6.86565311
228.29429236,48.5714124
228.35405943,30.3790549
228.56526528,-1.49034781
228.6794086,20.65341551
228.9993506,23.27140929
229.01974297,20.85652612
229.20262189,54.37070988
229.29036198,43.94663391
229.67723221,56.8227278
229.71304632,30.21136221
23.13045886,-7.65083138
23.18681847,30.28986813
23.20825739,30.22708721
23.30921754,23.87982733
23.48778422,16.80092204
23.61486727,30.3658158
23.61970572,23.35551594
23.66979146,30.4572571
23.67379316,30.44701771
23.71180836,30.60442518
23.74832934,30.66226304
230.19445564,18.05021168
230.31667655,25.24375919
230.43278714,45.00625015
230.59079877,35.23466768
230.60857552,-1.39084976
230.70214538,42.84468502
230.77897836,8.09478022
230.92464525,43.6811495
230.9781916,0.39197138
231.24502051,18.3279285
231.4089375,13.70027906
231.47005229,11.52002377
231.82585344,41.80992439
231.83197852,10.46348802
232.00280574,45.16598232
232.1900893,6.26461521
232.42924777,18.62302677
232.73470681,2.706275
232.76003008,53.81681828
232.91382096,23.50560569
233.01815895,32.69797868
233.13999704,8.20134117
233.21303461,5.09355241
233.22932592,16.79320729
233.3792171,46.25040464
233.58092393,37.4325689
233.63255977,7.48613286
233.74991762,29.22719534
233.75567363,45.36274376
233.8864231,1.79552433
234.11347617,25.42759611
234.25418963,18.34013035
234.28218398,43.73098112
234.56584298,30.1889938
234.70572882,4.9873834
234.77290287,44.49779504
234.82604901,30.41512151
234.89584598,13.63360954
234.95523604,18.66459348
234.9979449,16.85224329
235.04447085,21.49176287
235.05031449,29.14136321
235.25217638,36.64470844
235.40328041,22.35018479
235.46741655,47.88175253
235.57578986,8.21718945
235.61617698,31.10054193
235.68871666,12.64588738
235.70869749,2.58647633
235.80343722,26.93577712
236.4620746,4.45527572
236.85795117,29.83908714
236.96806228,42.53635009
236.99432787,41.60386057
237.12444253,20.52752057
237.1272412,40.87850995
237.45832754,20.84539358
237.48016966,28.86916993
237.61124384,20.33104023
237.66324193,51.25222671
238.17200585,4.90798886
238.20551938,35.95123702
238.21286338,57.656928
238.23564615,30.67109702
238.3592789,60.58913756
238.37141333,20.34622846
238.799529,34.56384012
238.95996431,40.64830835
239.09418122,50.36543835
239.17891764,50.26040657
239.48350176,33.60102923
239.58080877,12.50394256
239.80167973,21.31109227
239.80874323,21.05017513
239.83782443,19.06891814
239.89655911,32.83419833
24.00741715,13.97659407
24.05321574,28.89997855
24.30066905,7.36934738
24.45067293,9.75132412
24.53632502,24.50370303
24.55305399,1.06408876
24.60527436,0.26448152
24.68270592,21.37947998
24.74950503,21.91441094
24.95403141,4.05519052
240.56736682,19.26113804
240.63175693,38.74450931
240.6503201,38.33070644
240.6935611,30.65402982
240.85633808,34.21039349
241.03943016,22.05678522
241.35372898,57.85627278
241.81342636,9.77485304
241.83861429,25.99500771
241.9969347,38.62957801
242.14868312,4.89589623
242.2516009,11.3238067
242.3658421,4.73517436
242.38506631,22.63051941
